LabNumber	SiteProvince	DistrictName	EpiWeek	SampleCollectionDate	Sequence_ID	SiteName	Lineages	Abundances
COV-24-0201	Gauteng	Tshwane MM	5.0	2024-02-02	COV-24-0201	Groenkloof	BA.2.86.X JN.1.X	[0.736434, 0.26279082]
COV-24-1012	Mpumalanga	Ehlanzeni DM	21.0	2024-05-20	COV-24-1012	Komatipoort Sewage plant	BA.2.86.X JN.1.X	[0.926856, 0.07314396000000001]
NIC-23-0460	KwaZulu-Natal	Ethekwini MM	17.0	2023-04-24	NIC-23-0460	Northern Wastewater Treatment Works (KZN)	XBB.X XBB.1.5.X Recombinants Other	[0.76416117, 0.23549457999999998, 0.00034401, 2e-07]
COV-24-0158	KwaZulu-Natal	Ethekwini MM	5.0	2024-01-29	COV-24-0158	Northern Wastewater Treatment Works (KZN)	BA.2.86.X JN.1.X	[0.95807429, 0.0410145]
COV-24-0982	Gauteng	Ekurhuleni MM	20.0	2024-05-16	COV-24-0982	Moloreng	JN.1.X KP.1.X BA.4.X BA.2.X BA.2.86.X BA.5.X XBB.X KP.3.X Delta XBB.1.5.X Recombinants Other	[0.9995127800000002, 9.623e-05, 4.038e-05, 6.263e-05, 6.293999999999999e-05, 1.8069999999999998e-05, 2.6800000000000006e-06, 4.7e-07, 3.3e-07, 3.6999999999999995e-07, 0.00020766, 1.056e-05]
COV-23-1065	Gauteng	Ekurhuleni MM	43.0	2023-10-26	COV-23-1065	Sasol Garage	XBB.1.5.X	[0.9999999599999999]
COV-24-0288	Gauteng	Johannesburg MM	7.0	2024-02-14	COV-24-0288	Bushkoppies Final	JN.1.X BA.2.86.X KP.3.X LB.1.3.X BA.5.X Other	[0.54753688, 0.45236993999999997, 5.048e-05, 4.213e-05, 4.4e-07, 5.000000000000001e-07]
COV-22-56	KwaZulu-Natal	Ethekwini MM	7.0	2022-02-14	COV-22-56	Northern Wastewater Treatment Works (KZN)	BA.2.X BA.4.X BA.5.X Delta XBB.1.5.X Recombinants Other	[0.9992534800000001, 7.841e-05, 0.00010800000000000001, 3.059e-05, 4.132e-05, 0.00033877000000000007, 0.00014942000000000002]
NIC-22-0792	Gauteng	Johannesburg MM	40.0	2022-10-04	NIC-22-0792	Northern Wastewater Treatment Works (GP)	BA.5.X BA.4.X	[0.9158991599999999, 0.07974872]
NIC-23-0431	Free State	Mangaung MM	16.0	2023-04-18	NIC-23-0431	Bloemspruit Wastewater Treatment Works	XBB.1.5.X XBB.X Other Recombinants	[0.8474931400000001, 0.15200497000000004, 0.00035099999999999997, 0.00015076]
COV-22-186	Gauteng	Tshwane MM	27.0	2022-07-05	COV-22-186	Rooiwal Wastewater Treatment Works	BA.2.X XBB.X	[0.9999979499999999, 5.3e-07]
COV-23-0783	Gauteng	Johannesburg MM	36.0	2023-09-06	COV-23-0783	Klipspruit Veggies (After tunnel)	XBB.X XBB.1.5.X Recombinants Other	[0.82661731, 0.17252171000000002, 0.00086063, 4.8e-07]
COV-22-106	Free State	Mangaung MM	13.0	2022-03-29	COV-22-106	Bloemspruit Wastewater Treatment Works	BA.2.X BA.5.X BA.2.12.X BA.4.X Recombinants Other	[0.99957787, 0.000112, 4.266e-05, 2.917e-05, 0.00015020000000000002, 8.801999999999999e-05]
COV-23-0725	Gauteng	Tshwane MM	34.0	2023-08-25	COV-23-0725	Kalafong Hospital	XBB.X	[0.99999998]
COV-23-528	Gauteng	Tshwane MM	29.0	2023-07-18	COV-23-528	Groenkloof	XBB.X XBB.1.5.X Recombinants Other	[0.9967430599999999, 0.0030912100000000005, 6.566e-05, 0.00010008999999999999]
COV-23-166	Gauteng	Ekurhuleni MM	19.0	2023-05-10	COV-23-166	Sasol Garage	XBB.1.5.X XBB.X BA.2.X BA.2.12.X BA.4.X Delta Recombinants Other	[0.9261209499999998, 0.07366722000000002, 5.804e-05, 4.456e-05, 4.034e-05, 2.3e-07, 6.85e-05, 2.4e-07]
COV-23-0958	KwaZulu-Natal	Ethekwini MM	37.0	2023-09-10	COV-23-0958	Central Wastewater Treatment Works (KZN)	BA.2.86.X XBB.X XBB.1.5.X BA.2.X Recombinants	[0.48329901000000003, 0.2666375999999999, 0.07269816, 0.05798356, 0.11938159999999999]
COV-23-261	Gauteng	Tshwane MM	21.0	2023-05-26	COV-23-261	Vergenoeg	XBB.X XBB.1.5.X Delta JN.1.X BA.5.X BA.1.X KP.3.X BA.2.86.X BA.2.X KP.1.X LB.1.3.X Recombinants Other	[0.7175099999999994, 0.17015561999999998, 3.2999999999999997e-06, 1.0850000000000001e-05, 7.880000000000002e-06, 1.66e-06, 2.5299999999999995e-06, 7.5e-07, 2.76e-06, 6.000000000000001e-07, 2.9e-07, 0.11233684999999997, 6.302e-05]
COV-24-0796	Gauteng	Johannesburg MM	17.0	2024-04-24	COV-24-0796	Klipspruit Veggies (After tunnel)	JN.1.X BA.2.86.X LB.1.3.X KP.3.X BA.2.X KP.1.X Other	[0.9321636000000001, 0.06743596999999998, 8.973e-05, 7.707e-05, 7e-05, 3.854e-05, 0.00012502]
COV-23-0831	Gauteng	Tshwane MM	37.0	2023-09-15	COV-23-0831	Vergenoeg	BA.2.X BA.5.X	[0.999559, 0.00044097]
COV-23-0833	Gauteng	Tshwane MM	37.0	2023-09-15	COV-23-0833	Groenkloof	BA.2.86.X XBB.X XBB.1.5.X Recombinants	[0.5827384999999999, 0.3732763500000001, 0.04360759999999999, 0.00037751]
COV-23-0891	Gauteng	Ekurhuleni MM	39.0	2023-09-28	COV-23-0891	Midstream	XBB.X XBB.1.5.X Other	[0.99964118, 0.00024182, 0.000117]
COV-23-0777	Gauteng	Tshwane MM	36.0	2023-09-05	COV-23-0777	Groenkloof	BA.2.86.X XBB.X XBB.1.5.X BA.2.X Recombinants Other	[0.54941517, 0.19480022, 0.15147575000000002, 0.06461892999999999, 0.03960394999999999, 8.635e-05]
COV-23-0839	KwaZulu-Natal	Ethekwini MM	38.0	2023-09-18	COV-23-0839	Central Wastewater Treatment Works (KZN)	BA.2.86.X XBB.1.5.X XBB.X JN.1.X BA.5.X KP.3.X BA.2.X Recombinants Other	[0.6115767200000001, 0.19565935, 0.19230851000000004, 2.5e-06, 2.7e-06, 3.8999999999999997e-07, 2.4e-07, 0.00045449, 2.6600000000000004e-06]
COV-23-1017	Gauteng	Ekurhuleni MM	42.0	2023-10-17	COV-23-1017	Hartebeesfontein Waterworks	BA.2.86.X XBB.X XBB.1.5.X BA.2.X BA.5.X Recombinants	[0.6373971399999999, 0.23615274, 0.06887617, 0.05724231, 0.00019275, 0.00013884]
COV-23-0843	Gauteng	Tshwane MM	38.0	2023-09-19	COV-23-0843	Vergenoeg	XBB.1.5.X BA.2.X KP.3.X XBB.X Other	[0.9996429899999999, 0.0003571, 2e-07, 2.6999999999999996e-07, 1.86e-06]
COV-24-0454	Gauteng	Ekurhuleni MM	10.0	2024-03-07	COV-24-0454	Midstream	JN.1.X BA.2.86.X KP.1.X KP.3.X BA.5.X BA.2.X XBB.1.5.X XBB.X Recombinants Other	[0.9989562099999997, 0.00057183, 0.00013215, 0.00016121, 4.5e-07, 3.5e-07, 2.3e-07, 3.2e-07, 0.00017742000000000002, 1.1199999999999999e-06]
NIC-22-0902	Gauteng	Ekurhuleni MM	43.0	2022-10-25	NIC-22-0902	ERWAT Vlakplaat Wastewater Treatment Works	BA.5.X XBB.X BA.2.X BA.1.X Recombinants Other	[0.9995718699999998, 3.184e-05, 4.824e-05, 5.01e-06, 0.00017931000000000002, 0.0001638]
COV-24-0942	Gauteng	Ekurhuleni MM	20.0	2024-05-13	COV-24-0942	Tembisa Mall	BA.2.86.X JN.1.X Recombinants Other	[0.9998176999999999, 6.391e-05, 6.738e-05, 5.101e-05]
NIC-22-0794	Gauteng	Tshwane MM	40.0	2022-10-05	NIC-22-0794	Daspoort Wastewater Treatment Works	BA.5.X BA.4.X	[0.8347458499999999, 0.161371]
COV-23-124	Gauteng	Ekurhuleni MM	17.0	2023-04-25	COV-23-124	Hartebeesfontein Waterworks	XBB.1.5.X XBB.X	[0.89807329, 0.10192663]
COV-23-1043	Gauteng	Tshwane MM	43.0	2023-10-24	COV-23-1043	Kalafong Hospital	BA.2.86.X XBB.1.5.X Recombinants	[0.9944850000000001, 0.005049379999999999, 0.00046555]
COV-23-195	KwaZulu-Natal	Ethekwini MM	20.0	2023-05-15	COV-23-195	Central Wastewater Treatment Works (KZN)	XBB.X XBB.1.5.X Recombinants Other	[0.95465684, 0.04500033999999999, 9.733e-05, 0.0004905599999999999]
COV-23-0724	Gauteng	Tshwane MM	34.0	2023-08-25	COV-23-0724	SAPS Training College	XBB.1.5.X XBB.X BA.2.86.X BA.2.X Recombinants	[0.73355803, 0.15775596999999997, 0.10833836, 0.00010996, 0.00023765]
COV-23-94	Gauteng	Tshwane MM	14.0	2023-04-05	COV-23-94	Rooiwal Wastewater Treatment Works	XBB.1.5.X XBB.X BA.2.X Other Recombinants	[0.99728835, 0.00227415, 6.96e-05, 0.00024609999999999996, 0.00012177999999999999]
COV-23-1022	Gauteng	Ekurhuleni MM	42.0	2023-10-19	COV-23-1022	Midstream	BA.2.86.X XBB.1.5.X XBB.X BA.5.X BA.2.X Recombinants Other	[0.59829695, 0.164071, 0.2357241, 0.00054314, 0.00060178, 0.00076297, 2.4e-07]
COV-24-0880	Gauteng	Ekurhuleni MM	19.0	2024-05-06	COV-24-0880	Olifantsfontein	BA.2.86.X KP.1.X JN.1.X LB.1.3.X KP.3.X BA.5.X Recombinants Other	[0.35655112999999994, 0.18880502999999998, 0.44602694000000004, 0.00070562, 0.00020732, 6.577e-05, 0.0075092100000000005, 0.000129]
COV-23-105	Gauteng	Ekurhuleni MM	16.0	2023-04-18	COV-23-105	Hartebeesfontein Waterworks	XBB.1.5.X XBB.X Other Recombinants	[0.76642049, 0.23308788, 0.00038316, 0.00010845]
COV-23-0875	Gauteng	Tshwane MM	39.0	2023-09-26	COV-23-0875	Vergenoeg	XBB.X BA.2.X BA.2.86.X BA.4.X BA.5.X XBB.1.5.X Recombinants Other	[0.9521925800000002, 0.04615345, 0.000271, 0.00024400000000000002, 0.00018165, 7.911e-05, 0.0007672, 0.000111]
COV-22-290	Gauteng	Tshwane MM	41.0	2022-10-12	COV-22-290	Rooiwal Wastewater Treatment Works	BA.5.X BA.4.X BA.2.X Recombinants Other	[0.7918203200000001, 0.20634046, 0.00143007, 0.00040871, 4.800000000000001e-07]
COV-23-0961	Western Cape	Cape Town MM	37.0	2023-09-10	COV-23-0961	Borcherds Quarry Wastewater Treatment Works	BA.2.86.X XBB.X BA.2.X XBB.1.5.X Recombinants Other	[0.37814848999999995, 0.29321836999999995, 0.21718533, 0.11092400999999999, 0.00052366, 3e-07]
COV-23-0785	Gauteng	Johannesburg MM	36.0	2023-09-06	COV-23-0785	Bushkoppies Final	XBB.X BA.2.86.X XBB.1.5.X BA.2.X BA.5.X BA.4.X Recombinants Other	[0.5248353000000002, 0.25953907, 0.12639790999999997, 0.021769370000000003, 0.00010599, 7.19e-05, 0.06717544, 0.00010501]
COV-22-22	Gauteng	Ekurhuleni MM	3.0	2022-01-18	COV-22-22	Hartebeesfontein Waterworks	BA.2.X BA.1.X BA.5.X BA.4.X Recombinants Other	[0.41254583, 0.58129601, 0.00013699, 1.6060000000000002e-05, 0.00584109, 0.00016401000000000002]
NIC-22-0321	Free State	Mangaung MM	20.0	2022-05-17	NIC-22-0321	Bloemspruit Wastewater Treatment Works	BA.4.X BA.5.X BA.2.X XBB.X BA.2.12.X XBB.1.5.X JN.1.X Delta BA.1.X Recombinants Other	[0.73537391, 0.2632948299999998, 0.0007393900000000001, 3.688e-05, 2.4770000000000002e-05, 1.233e-05, 1.257e-05, 3.31e-06, 5.03e-06, 0.00036223000000000006, 0.00013471999999999998]
COV-23-0764	Eastern Cape	Buffalo City MM	35.0	2023-08-29	COV-23-0764	Mdantsane Wastewater Treatment Works	XBB.1.5.X	[0.99999999]
COV-23-643	KwaZulu-Natal	Ethekwini MM	32.0	2023-08-07	COV-23-643	Northern Wastewater Treatment Works (KZN)	BA.2.86.X XBB.1.5.X XBB.X JN.1.X Recombinants Other	[0.5300821299999999, 0.1930861, 0.007265420000000002, 0.00015768, 0.26929769, 0.000111]
COV-23-0886	KwaZulu-Natal	Ethekwini MM	39.0	2023-09-26	COV-23-0886	Central Wastewater Treatment Works (KZN)	XBB.X BA.2.86.X XBB.1.5.X BA.2.X BA.4.X BA.5.X Recombinants Other	[0.46052331, 0.27313598999999994, 0.21342569000000003, 0.05156328, 0.00024283, 0.00027617, 0.00083256, 1.42e-06]
COV-22-320	Western Cape	Cape Town MM	46.0	2022-11-14	COV-22-320	Borcherds Quarry Wastewater Treatment Works	BA.5.X BA.2.X JN.1.X KP.1.X XBB.X Delta Recombinants Other	[0.99891794, 4.585e-05, 2.877e-05, 1.548e-05, 1.506e-05, 2.018e-05, 0.00029881, 0.00065795]
COV-23-1106	Gauteng	Tshwane MM	44.0	2023-11-03	COV-23-1106	Daspoort Wastewater Treatment Works	BA.2.86.X XBB.X XBB.1.5.X BA.2.X BA.4.X JN.1.X BA.2.12.X Other Recombinants	[0.59126183, 0.23935359000000003, 0.11121944, 0.05737146, 0.00017827999999999998, 8.517e-05, 8.985e-05, 0.00021218, 0.00022814]
COV-23-1063	Gauteng	Ekurhuleni MM	43.0	2023-10-26	COV-23-1063	Namane Drive	BA.2.86.X XBB.X XBB.1.5.X BA.2.X BA.5.X JN.1.X BA.4.X Recombinants Other	[0.7674429, 0.06013491, 0.08068709000000002, 0.0175439, 0.00692989, 0.0011148299999999998, 0.00021478, 0.06563557, 0.00029606]
COV-24-0681	KwaZulu-Natal	Ethekwini MM	15.0	2024-04-08	COV-24-0681	Central Wastewater Treatment Works (KZN)	BA.2.86.X JN.1.X KP.1.X KP.3.X BA.5.X	[0.635499, 0.22242096000000003, 0.141848, 0.00017899, 5.3e-05]
COV-23-1172	Gauteng	Johannesburg MM	46.0	2023-11-15	COV-23-1172	Klipsruit Yard (Before tunnel)	XBB.1.5.X BA.2.86.X BA.2.X XBB.X JN.1.X Recombinants Other	[0.5120083299999999, 0.39205962, 0.09391539, 0.00127727, 0.00011203, 0.00051295, 0.00022899999999999998]
COV-24-0300	Gauteng	Ekurhuleni MM	7.0	2024-02-15	COV-24-0300	Sasol Garage	JN.1.X	[0.99906736]
COV-23-51	Free State	Mangaung MM	8.0	2023-02-21	COV-23-51	Bloemspruit Wastewater Treatment Works	XBB.1.5.X BA.5.X BA.4.X XBB.X BA.2.X Delta Recombinants Other	[0.97285874, 0.02488865, 0.00023991000000000003, 0.0004814, 0.00021666, 2.721e-05, 0.00121273, 0.00015046]
COV-23-0789	Gauteng	Ekurhuleni MM	36.0	2023-09-07	COV-23-0789	Midstream	BA.2.86.X XBB.X XBB.1.5.X BA.2.X BA.5.X JN.1.X Other	[0.75025263, 0.20252180000000003, 0.03085222, 0.01597492, 0.00015699, 0.00010539, 0.00013606]
COV-23-0904	Gauteng	Ekurhuleni MM	40.0	2023-10-02	COV-23-0904	Moloreng	XBB.X XBB.1.5.X BA.2.X BA.5.X BA.2.86.X JN.1.X Recombinants Other	[0.4401697599999999, 0.55970139, 0.00013097, 1.25e-06, 4.2e-07, 5.4e-07, 2.5e-07, 1.694e-05]
COV-21-199	KwaZulu-Natal	Ethekwini MM	40.0	2021-10-05	COV-21-199	Central Wastewater Treatment Works (KZN)	BA.5.X BA.4.X Delta Other	[0.9994699899999999, 7.701e-05, 3.2e-05, 0.00042099]
COV-23-0896	Gauteng	Tshwane MM	39.0	2023-09-29	COV-23-0896	Daspoort Wastewater Treatment Works	XBB.1.5.X XBB.X	[0.99978813, 0.00021186]
NIC-22-0043	Gauteng	Ekurhuleni MM	5.0	2022-02-01	NIC-22-0043	Hartebeesfontein Waterworks	BA.2.X BA.1.X BA.5.X Recombinants	[0.0020370400000000004, 0.00191444, 5.684e-05, 0.99599162]
COV-23-0911	Gauteng	Tshwane MM	40.0	2023-10-03	COV-23-0911	Vergenoeg	XBB.X XBB.1.5.X Other	[0.7084216199999999, 0.29138768000000004, 0.00038218000000000003]
COV-23-0912	Gauteng	Tshwane MM	40.0	2023-10-03	COV-23-0912	Laudium	XBB.X BA.2.86.X XBB.1.5.X BA.2.X Recombinants Other	[0.48556091999999984, 0.37407688999999994, 0.10798417, 0.026267609999999993, 0.005908299999999999, 0.00020202000000000002]
COV-24-0505	Western Cape	Cape Town MM	11.0	2024-03-12	COV-24-0505	Zandvleit Wastewater Treatment Works	JN.1.X BA.2.86.X KP.3.X BA.2.X LB.1.3.X Recombinants Other	[0.7722580899999999, 0.048514970000000004, 0.0005625, 0.00014529, 1.636e-05, 0.17845502, 4.774e-05]
COV-23-0706	Gauteng	Tshwane MM	34.0	2023-08-22	COV-23-0706	Laudium	BA.2.X XBB.X XBB.1.5.X	[0.35767529, 0.35191064, 0.28780668000000004]
COV-24-0364	Gauteng	Tshwane MM	8.0	2024-02-23	COV-24-0364	Laudium	JN.1.X BA.5.X	[0.9999996099999997, 2.6e-07]
COV-23-0907	Gauteng	Tshwane MM	40.0	2023-10-03	COV-23-0907	Daspoort Wastewater Treatment Works	XBB.1.5.X XBB.X BA.5.X BA.2.X Other Recombinants	[0.9996854600000001, 5.054e-05, 4.143e-05, 3.002e-05, 0.00015101, 4.156e-05]
COV-23-1158	Gauteng	Tshwane MM	46.0	2023-11-14	COV-23-1158	Kalafong Hospital	BA.2.86.X JN.1.X XBB.X BA.2.X Recombinants Other	[0.0007262199999999999, 0.00010712, 0.00013307, 0.00013086, 0.99861823, 0.00057094]
COV-24-0789	Gauteng	Tshwane MM	17.0	2024-04-23	COV-24-0789	Groenkloof	JN.1.X BA.2.86.X KP.1.X LB.1.3.X BA.5.X Recombinants Other	[0.85542754, 0.14395483999999997, 0.00014696, 6.917e-05, 1.802e-05, 0.00028837, 9.495e-05]
COV-23-1386	Gauteng	Tshwane MM	51.0	2023-12-22	COV-23-1386	Groenkloof	BA.2.86.X JN.1.X	[0.69161735, 0.30686213]
COV-23-0931	Eastern Cape	Buffalo City MM	40.0	2023-10-03	COV-23-0931	Mdantsane Wastewater Treatment Works	XBB.X BA.2.86.X XBB.1.5.X BA.2.X	[0.66866164, 0.14594601, 0.18483988, 0.00055245]
COV-23-1130	Gauteng	Johannesburg MM	45.0	2023-11-08	COV-23-1130	Klipsruit Yard (Before tunnel)	BA.2.86.X XBB.X XBB.1.5.X JN.1.X Recombinants	[0.6763891700000001, 0.32181519, 0.00015676, 9.057e-05, 0.00154828]
COV-23-90	Gauteng	Tshwane MM	14.0	2023-04-04	COV-23-90	SAPS Training College	XBB.1.5.X XBB.X BA.2.X Recombinants	[0.88167219, 0.11800470000000002, 0.00019807, 0.0001249]
COV-22-149	Eastern Cape	Buffalo City MM	18.0	2022-05-03	COV-22-149	East Bank Wastewater Treatment Works	BA.4.X BA.5.X BA.2.X Other Recombinants	[0.7463899000000002, 0.25228699, 0.00044699, 0.0005090000000000001, 0.00036709]
COV-22-124	Gauteng	Tshwane MM	15.0	2022-04-12	COV-22-124	Daspoort Wastewater Treatment Works	BA.1.X BA.5.X BA.4.X BA.2.X Delta XBB.X Recombinants Other	[0.42332112, 0.26571032, 0.00049986, 0.00011605, 2.407e-05, 1.653e-05, 0.16663787, 0.14367425000000003]
COV-23-0888	Eastern Cape	Buffalo City MM	39.0	2023-09-26	COV-23-0888	Mdantsane Wastewater Treatment Works	BA.2.X BA.2.86.X XBB.1.5.X XBB.X BA.5.X Recombinants Other	[0.5710879600000002, 0.25658602, 0.14866390000000002, 0.02352344, 2.5e-07, 0.00013849, 3.06e-06]
COV-24-0847	Gauteng	Ekurhuleni MM	18.0	2024-04-30	COV-24-0847	Hartebeesfontein Waterworks	JN.1.X BA.2.86.X KP.1.X KP.3.X BA.5.X Recombinants Other	[0.8578743400000002, 0.14110747, 0.00028991, 0.0005486600000000001, 4.741e-05, 0.0001278, 4.34e-06]
COV-24-0734	KwaZulu-Natal	Ethekwini MM	16.0	2024-04-15	COV-24-0734	Northern Wastewater Treatment Works (KZN)	KP.1.X JN.1.X BA.2.86.X LB.1.3.X Other Recombinants	[0.64999999, 0.2873111400000001, 0.062305, 5.078e-05, 0.00010803, 0.000225]
COV-23-1062	Gauteng	Ekurhuleni MM	43.0	2023-10-26	COV-23-1062	Moloreng	BA.2.86.X XBB.X BA.2.X XBB.1.5.X JN.1.X BA.5.X Other	[0.7370889300000001, 0.24391096, 0.015531179999999999, 0.00346839, 4.3e-07, 3.4000000000000003e-07, 3.42e-06]
COV-23-1277	Western Cape	Cape Town MM	49.0	2023-12-05	COV-23-1277	Zandvleit Wastewater Treatment Works	BA.2.86.X BA.2.X	[0.68269196, 0.31730778]
COV-23-1126	Gauteng	Ekurhuleni MM	45.0	2023-11-07	COV-23-1126	ERWAT Vlakplaat Wastewater Treatment Works	BA.2.86.X XBB.X BA.2.X XBB.1.5.X BA.5.X Other Recombinants	[0.6964449899999999, 0.2755717999999999, 0.02685519, 0.00067119, 7.793e-05, 0.00023903, 0.00013988]
COV-22-150	Eastern Cape	Buffalo City MM	18.0	2022-05-03	COV-22-150	Mdantsane Wastewater Treatment Works	BA.4.X BA.5.X BA.2.X Other Recombinants	[0.5955626899999998, 0.4031046200000001, 0.00029913, 0.00043664, 0.0005967400000000001]
COV-23-0790	Gauteng	Ekurhuleni MM	36.0	2023-09-07	COV-23-0790	Tembisa Mall	BA.2.86.X XBB.X XBB.1.5.X JN.1.X Other	[0.79469777, 0.20453794, 0.00052084, 0.00024322, 6.800000000000001e-07]
COV-23-8	Gauteng	Tshwane MM	2.0	2023-01-11	COV-23-8	Daspoort Wastewater Treatment Works	BA.5.X BA.4.X JN.1.X BA.2.X XBB.X BA.2.12.X Delta XBB.1.5.X BA.1.X Recombinants Other	[0.9991193800000002, 5.516e-05, 4.8299999999999995e-05, 7.716e-05, 7.583000000000001e-05, 2.492e-05, 1.686e-05, 8.69e-06, 6.71e-06, 0.00012668, 0.0008815000000000001]
COV-23-0953	Gauteng	Tshwane MM	41.0	2023-10-10	COV-23-0953	Kalafong Hospital	XBB.1.5.X BA.2.86.X BA.2.12.X XBB.X BA.2.X BA.5.X Recombinants	[0.3391493499999999, 0.17114999, 0.16936515, 0.15793399, 0.16193054, 0.00012201, 0.00034883]
NIC-23-0292	Gauteng	Ekurhuleni MM	12.0	2023-03-22	NIC-23-0292	ERWAT Vlakplaat Wastewater Treatment Works	XBB.1.5.X XBB.X	[0.9993805100000002, 0.0006192300000000001]
COV-24-0377	Gauteng	Tshwane MM	9.0	2024-02-27	COV-24-0377	Groenkloof	BA.2.86.X Other	[0.99999995, 2e-07]
COV-23-1296	Gauteng	Ekurhuleni MM	49.0	2023-12-07	COV-23-1296	Olifantsfontein	BA.2.86.X JN.1.X	[0.6723333699999999, 0.327586]
COV-23-241	Gauteng	Tshwane MM	21.0	2023-05-23	COV-23-241	Atteridgeville Train Station	XBB.X Delta Other	[0.999867, 4.969e-05, 8.332e-05]
COV-23-0960	Western Cape	Cape Town MM	37.0	2023-09-10	COV-23-0960	Zandvleit Wastewater Treatment Works	BA.2.86.X XBB.1.5.X BA.2.X XBB.X BA.4.X JN.1.X BA.5.X Other	[0.64413625, 0.24380779, 0.05720197, 0.053501980000000005, 0.0005715799999999999, 0.00035198, 0.00016757, 0.00026102]
COV-24-0462	North West	Bojanala Platinum DM	10.0	2024-03-06	COV-24-0462	Boitekong	JN.1.X BA.2.86.X Other	[0.93980209, 0.06019777, 2e-07]
COV-21-134	Northern Cape	Namakwa DM	33.0	2021-08-18	COV-21-134	Calvinia  Wastewater Treatment Works	Delta XBB.X Other Recombinants	[0.9992117899999999, 1.486e-05, 0.0007425099999999999, 3.074e-05]
COV-23-0968	Gauteng	Johannesburg MM	41.0	2023-10-11	COV-23-0968	Klipsruit Yard (Before tunnel)	XBB.X BA.2.86.X XBB.1.5.X BA.4.X Recombinants	[0.32448688000000003, 0.49487598000000005, 0.17928605999999997, 0.000144, 0.00120699]
COV-22-152	Northern Cape	Namakwa DM	18.0	2022-05-04	COV-22-152	Calvinia  Wastewater Treatment Works	BA.5.X Recombinants	[0.9999710100000001, 2.899e-05]
COV-24-0651	Gauteng	Ekurhuleni MM	14.0	2024-04-04	COV-24-0651	Olifantsfontein	JN.1.X BA.2.86.X KP.1.X BA.4.X LB.1.3.X Recombinants Other	[0.4618413299999999, 0.52926864, 0.00773855, 6.329e-05, 0.00013166, 0.00091942, 3.699e-05]
COV-23-616	Gauteng	Tshwane MM	31.0	2023-08-04	COV-23-616	Kalafong Hospital	XBB.X XBB.1.5.X BA.1.X Recombinants Other	[0.743749, 0.2558483, 9.097e-05, 0.00013862, 0.00034627999999999997]
NIC-22-0635	Western Cape	Cape Town MM	32.0	2022-08-10	NIC-22-0635	Borcherds Quarry Wastewater Treatment Works	BA.5.X BA.4.X BA.2.X BA.2.12.X XBB.1.5.X Recombinants Other	[0.8377370499999999, 0.16180056, 0.00022497000000000004, 3.003e-05, 1.82e-06, 8.651000000000001e-05, 0.00011899000000000001]
COV-24-0906	Gauteng	Johannesburg MM	19.0	2024-05-08	COV-24-0906	Bushkoppies Final	BA.2.86.X JN.1.X LB.1.3.4.X KP.3.X Recombinants Other	[0.37158299999999994, 0.5758687699999999, 0.0519314, 0.00041980999999999995, 0.000122, 7.500999999999999e-05]
NIC-23-0934	Gauteng	Tshwane MM	34.0	2023-08-23	NIC-23-0934	Rooiwal Wastewater Treatment Works	XBB.1.5.X XBB.X BA.2.86.X JN.1.X Other	[0.6434608199999999, 0.23765809999999998, 0.11888087, 2.5e-07, 4.3999999999999997e-07]
COV-23-0850	Gauteng	Ekurhuleni MM	38.0	2023-09-19	COV-23-0850	ERWAT Vlakplaat Wastewater Treatment Works	XBB.1.5.X BA.2.86.X XBB.X BA.5.X JN.1.X BA.2.X Recombinants Other	[0.31450128000000005, 0.35281353, 0.3318539200000001, 0.00033347000000000004, 0.00012828, 5.939e-05, 0.00031198, 7.1e-07]
COV-23-650	Gauteng	Tshwane MM	32.0	2023-08-11	COV-23-650	Kalafong Hospital	XBB.X XBB.1.5.X Recombinants Other	[0.99963488, 0.00022512, 9.561e-05, 4.439e-05]
COV-23-157	Gauteng	Tshwane MM	19.0	2023-05-09	COV-23-157	Laudium	XBB.1.5.X XBB.X JN.1.X BA.2.X Other	[0.8071400799999999, 0.19285961000000001, 2.6e-07, 2.5e-07, 1.8999999999999998e-06]
COV-23-0854	Gauteng	Johannesburg MM	38.0	2023-09-20	COV-23-0854	Bushkoppies Inlet	XBB.X XBB.1.5.X BA.2.86.X BA.2.X BA.5.X Delta KP.3.X Recombinants Other	[0.52681659, 0.27002263000000004, 0.15061388, 0.022834859999999995, 1.0299999999999999e-06, 3e-07, 2.1e-07, 0.02971253, 4.780000000000001e-06]
COV-23-201	Gauteng	Tshwane MM	20.0	2023-05-16	COV-23-201	Vergenoeg	XBB.1.5.X XBB.X BA.2.12.X Recombinants Other	[0.6625656200000003, 0.33679882000000005, 8.510000000000001e-05, 0.00036744, 0.00018299999999999998]
COV-24-0752	Eastern Cape	Buffalo City MM	16.0	2024-04-16	COV-24-0752	Mdantsane Wastewater Treatment Works	BA.2.86.X JN.1.X Recombinants	[0.99953707, 0.00029391, 0.00016902]
NIC-22-1085	Eastern Cape	Nelson Mandela Bay MM	50.0	2022-12-13	NIC-22-1085	Kwanobuhle Wastewater Treatment Works	BA.5.X Recombinants Other	[0.99969589, 0.00022844, 7.558e-05]
COV-24-0719	Gauteng	Ekurhuleni MM	16.0	2024-04-15	COV-24-0719	Midstream	JN.1.X BA.2.86.X LB.1.3.X Delta Recombinants Other	[0.9997408299999999, 0.00015015, 5.707e-05, 3.7e-07, 5.162e-05, 2.96e-06]
